id_camera,bairro,subprefeitura,id_h3,is_bolsao,id_bolsao,bolsao_latitude,bolsao_longitude,bolsao_classe_atual,bacia,sub_bacia,geometry_bolsao_buffer_0.002
001588,Cidade Nova,Centro,88a8a06a53fffff,,,,,,,,
001589,Cidade Nova,Centro,88a8a06a53fffff,,,,,,,,
001590,Centro,Centro,88a8a06a57fffff,,,,,,,,
001591,Centro,Centro,88a8a06a57fffff,TRUE,314,-22.90544858,-43.19344391,PO,G,Canal do Mangue,"POLYGON ((-43.1914439121 -22.9054485779, -43.191453542646656 -22.90564461218066, -43.19148234153919 -22.905838758544032, -43.191530031428535 -22.906029147254507, -43.19159615303498 -22.90621394476473, -43.191680069571305 -22.90639137137365, -43.1917809728754 -22.90655971836604, -43.19189789119328 -22.906717364468328, -43.19202969853763 -22.906862791462373, -43.192175125531676 -22.906994598806726, -43.192332771633964 -22.907111517124605, -43.192501118626346 -22.907212420428696, -43.19267854523527 -22.90729633696502, -43.19286334274549 -22.907362458571463, -43.19305373145597 -22.907410148460805, -43.19324787781934 -22.907438947353345, -43.1934439121 -22.9074485779, -43.193639946380664 -22.907438947353345, -43.193834092744034 -22.907410148460805, -43.19402448145451 -22.907362458571463, -43.194209278964735 -22.90729633696502, -43.194386705573656 -22.907212420428696, -43.19455505256604 -22.907111517124605, -43.194712698668326 -22.906994598806726, -43.19485812566237 -22.906862791462373, -43.194989933006724 -22.906717364468328, -43.1951068513246 -22.90655971836604, -43.1952077546287 -22.90639137137365, -43.19529167116502 -22.90621394476473, -43.19535779277147 -22.906029147254507, -43.19540548266081 -22.905838758544032, -43.19543428155335 -22.90564461218066, -43.195443912100004 -22.9054485779, -43.19543428155335 -22.90525254361934, -43.19540548266081 -22.905058397255967, -43.19535779277147 -22.904868008545492, -43.19529167116502 -22.90468321103527, -43.1952077546287 -22.904505784426348, -43.1951068513246 -22.90433743743396, -43.194989933006724 -22.90417979133167, -43.19485812566237 -22.904034364337626, -43.194712698668326 -22.903902556993273, -43.19455505256604 -22.903785638675394, -43.194386705573656 -22.903684735371304, -43.194209278964735 -22.903600818834978, -43.19402448145451 -22.903534697228537, -43.193834092744034 -22.903487007339194, -43.193639946380664 -22.903458208446654, -43.1934439121 -22.9034485779, -43.19324787781934 -22.903458208446654, -43.19305373145597 -22.903487007339194, -43.19286334274549 -22.903534697228537, -43.19267854523527 -22.903600818834978, -43.192501118626346 -22.903684735371304, -43.192332771633964 -22.903785638675394, -43.192175125531676 -22.903902556993273, -43.19202969853763 -22.904034364337626, -43.19189789119328 -22.90417979133167, -43.1917809728754 -22.90433743743396, -43.191680069571305 -22.904505784426348, -43.19159615303498 -22.90468321103527, -43.191530031428535 -22.904868008545492, -43.19148234153919 -22.905058397255967, -43.191453542646656 -22.90525254361934, -43.1914439121 -22.9054485779))"
001593,Centro,Centro,88a8a06a57fffff,,,,,,,,
001594,Centro,Centro,88a8a06a51fffff,,,,,,,,
001595,Cidade Nova,Centro,88a8a06a51fffff,,,,,,,,
001596,Centro,Centro,88a8a06a51fffff,,,,,,,,
001597,Centro,Centro,88a8a06a51fffff,,,,,,,,
001598,Cidade Nova,Centro,88a8a06a51fffff,,,,,,,,
001599,Cidade Nova,Centro,88a8a06a51fffff,,,,,,,,
001600,Centro,Centro,88a8a06a51fffff,,,,,,,,
001601,Centro,Centro,88a8a06a51fffff,,,,,,,,
001602,Centro,Centro,88a8a06a57fffff,TRUE,314,-22.90544858,-43.19344391,PO,G,Canal do Mangue,"POLYGON ((-43.1914439121 -22.9054485779, -43.191453542646656 -22.90564461218066, -43.19148234153919 -22.905838758544032, -43.191530031428535 -22.906029147254507, -43.19159615303498 -22.90621394476473, -43.191680069571305 -22.90639137137365, -43.1917809728754 -22.90655971836604, -43.19189789119328 -22.906717364468328, -43.19202969853763 -22.906862791462373, -43.192175125531676 -22.906994598806726, -43.192332771633964 -22.907111517124605, -43.192501118626346 -22.907212420428696, -43.19267854523527 -22.90729633696502, -43.19286334274549 -22.907362458571463, -43.19305373145597 -22.907410148460805, -43.19324787781934 -22.907438947353345, -43.1934439121 -22.9074485779, -43.193639946380664 -22.907438947353345, -43.193834092744034 -22.907410148460805, -43.19402448145451 -22.907362458571463, -43.194209278964735 -22.90729633696502, -43.194386705573656 -22.907212420428696, -43.19455505256604 -22.907111517124605, -43.194712698668326 -22.906994598806726, -43.19485812566237 -22.906862791462373, -43.194989933006724 -22.906717364468328, -43.1951068513246 -22.90655971836604, -43.1952077546287 -22.90639137137365, -43.19529167116502 -22.90621394476473, -43.19535779277147 -22.906029147254507, -43.19540548266081 -22.905838758544032, -43.19543428155335 -22.90564461218066, -43.195443912100004 -22.9054485779, -43.19543428155335 -22.90525254361934, -43.19540548266081 -22.905058397255967, -43.19535779277147 -22.904868008545492, -43.19529167116502 -22.90468321103527, -43.1952077546287 -22.904505784426348, -43.1951068513246 -22.90433743743396, -43.194989933006724 -22.90417979133167, -43.19485812566237 -22.904034364337626, -43.194712698668326 -22.903902556993273, -43.19455505256604 -22.903785638675394, -43.194386705573656 -22.903684735371304, -43.194209278964735 -22.903600818834978, -43.19402448145451 -22.903534697228537, -43.193834092744034 -22.903487007339194, -43.193639946380664 -22.903458208446654, -43.1934439121 -22.9034485779, -43.19324787781934 -22.903458208446654, -43.19305373145597 -22.903487007339194, -43.19286334274549 -22.903534697228537, -43.19267854523527 -22.903600818834978, -43.192501118626346 -22.903684735371304, -43.192332771633964 -22.903785638675394, -43.192175125531676 -22.903902556993273, -43.19202969853763 -22.904034364337626, -43.19189789119328 -22.90417979133167, -43.1917809728754 -22.90433743743396, -43.191680069571305 -22.904505784426348, -43.19159615303498 -22.90468321103527, -43.191530031428535 -22.904868008545492, -43.19148234153919 -22.905058397255967, -43.191453542646656 -22.90525254361934, -43.1914439121 -22.9054485779))"
001603,Centro,Centro,88a8a06a57fffff,TRUE,314,-22.90544858,-43.19344391,PO,G,Canal do Mangue,"POLYGON ((-43.1914439121 -22.9054485779, -43.191453542646656 -22.90564461218066, -43.19148234153919 -22.905838758544032, -43.191530031428535 -22.906029147254507, -43.19159615303498 -22.90621394476473, -43.191680069571305 -22.90639137137365, -43.1917809728754 -22.90655971836604, -43.19189789119328 -22.906717364468328, -43.19202969853763 -22.906862791462373, -43.192175125531676 -22.906994598806726, -43.192332771633964 -22.907111517124605, -43.192501118626346 -22.907212420428696, -43.19267854523527 -22.90729633696502, -43.19286334274549 -22.907362458571463, -43.19305373145597 -22.907410148460805, -43.19324787781934 -22.907438947353345, -43.1934439121 -22.9074485779, -43.193639946380664 -22.907438947353345, -43.193834092744034 -22.907410148460805, -43.19402448145451 -22.907362458571463, -43.194209278964735 -22.90729633696502, -43.194386705573656 -22.907212420428696, -43.19455505256604 -22.907111517124605, -43.194712698668326 -22.906994598806726, -43.19485812566237 -22.906862791462373, -43.194989933006724 -22.906717364468328, -43.1951068513246 -22.90655971836604, -43.1952077546287 -22.90639137137365, -43.19529167116502 -22.90621394476473, -43.19535779277147 -22.906029147254507, -43.19540548266081 -22.905838758544032, -43.19543428155335 -22.90564461218066, -43.195443912100004 -22.9054485779, -43.19543428155335 -22.90525254361934, -43.19540548266081 -22.905058397255967, -43.19535779277147 -22.904868008545492, -43.19529167116502 -22.90468321103527, -43.1952077546287 -22.904505784426348, -43.1951068513246 -22.90433743743396, -43.194989933006724 -22.90417979133167, -43.19485812566237 -22.904034364337626, -43.194712698668326 -22.903902556993273, -43.19455505256604 -22.903785638675394, -43.194386705573656 -22.903684735371304, -43.194209278964735 -22.903600818834978, -43.19402448145451 -22.903534697228537, -43.193834092744034 -22.903487007339194, -43.193639946380664 -22.903458208446654, -43.1934439121 -22.9034485779, -43.19324787781934 -22.903458208446654, -43.19305373145597 -22.903487007339194, -43.19286334274549 -22.903534697228537, -43.19267854523527 -22.903600818834978, -43.192501118626346 -22.903684735371304, -43.192332771633964 -22.903785638675394, -43.192175125531676 -22.903902556993273, -43.19202969853763 -22.904034364337626, -43.19189789119328 -22.90417979133167, -43.1917809728754 -22.90433743743396, -43.191680069571305 -22.904505784426348, -43.19159615303498 -22.90468321103527, -43.191530031428535 -22.904868008545492, -43.19148234153919 -22.905058397255967, -43.191453542646656 -22.90525254361934, -43.1914439121 -22.9054485779))"
001604,Centro,Centro,88a8a06a57fffff,,,,,,,,
001605,Centro,Centro,88a8a06a57fffff,,,,,,,,
001606,Lapa,Centro,88a8a06a55fffff,TRUE,8,-22.91075391,-43.18498125,PC,G,Marina da Glória,"POLYGON ((-43.1829812477 -22.9107539132, -43.182990878246656 -22.91094994748066, -43.18301967713919 -22.911144093844033, -43.183067367028535 -22.91133448255451, -43.18313348863498 -22.91151928006473, -43.183217405171305 -22.911696706673652, -43.1833183084754 -22.91186505366604, -43.18343522679328 -22.91202269976833, -43.18356703413763 -22.912168126762374, -43.18371246113168 -22.912299934106727, -43.183870107233965 -22.912416852424606, -43.18403845422635 -22.912517755728697, -43.18421588083527 -22.912601672265023, -43.18440067834549 -22.912667793871464, -43.18459106705597 -22.912715483760806, -43.18478521341934 -22.912744282653346, -43.1849812477 -22.9127539132, -43.185177281980664 -22.912744282653346, -43.185371428344034 -22.912715483760806, -43.18556181705451 -22.912667793871464, -43.185746614564735 -22.912601672265023, -43.18592404117366 -22.912517755728697, -43.18609238816604 -22.912416852424606, -43.186250034268326 -22.912299934106727, -43.18639546126237 -22.912168126762374, -43.186527268606724 -22.91202269976833, -43.1866441869246 -22.91186505366604, -43.1867450902287 -22.911696706673652, -43.186829006765024 -22.91151928006473, -43.18689512837147 -22.91133448255451, -43.18694281826081 -22.911144093844033, -43.18697161715335 -22.91094994748066, -43.186981247700004 -22.9107539132, -43.18697161715335 -22.91055787891934, -43.18694281826081 -22.910363732555968, -43.18689512837147 -22.910173343845493, -43.186829006765024 -22.90998854633527, -43.1867450902287 -22.90981111972635, -43.1866441869246 -22.90964277273396, -43.186527268606724 -22.909485126631672, -43.18639546126237 -22.909339699637627, -43.186250034268326 -22.909207892293274, -43.18609238816604 -22.909090973975395, -43.18592404117366 -22.908990070671305, -43.185746614564735 -22.90890615413498, -43.18556181705451 -22.908840032528538, -43.185371428344034 -22.908792342639195, -43.185177281980664 -22.908763543746655, -43.1849812477 -22.9087539132, -43.18478521341934 -22.908763543746655, -43.18459106705597 -22.908792342639195, -43.18440067834549 -22.908840032528538, -43.18421588083527 -22.90890615413498, -43.18403845422635 -22.908990070671305, -43.183870107233965 -22.909090973975395, -43.18371246113168 -22.909207892293274, -43.18356703413763 -22.909339699637627, -43.18343522679328 -22.909485126631672, -43.1833183084754 -22.90964277273396, -43.183217405171305 -22.90981111972635, -43.18313348863498 -22.90998854633527, -43.183067367028535 -22.910173343845493, -43.18301967713919 -22.910363732555968, -43.182990878246656 -22.91055787891934, -43.1829812477 -22.9107539132))"
001607,Lapa,Centro,88a8a06a55fffff,TRUE,8,-22.91075391,-43.18498125,PC,G,Marina da Glória,"POLYGON ((-43.1829812477 -22.9107539132, -43.182990878246656 -22.91094994748066, -43.18301967713919 -22.911144093844033, -43.183067367028535 -22.91133448255451, -43.18313348863498 -22.91151928006473, -43.183217405171305 -22.911696706673652, -43.1833183084754 -22.91186505366604, -43.18343522679328 -22.91202269976833, -43.18356703413763 -22.912168126762374, -43.18371246113168 -22.912299934106727, -43.183870107233965 -22.912416852424606, -43.18403845422635 -22.912517755728697, -43.18421588083527 -22.912601672265023, -43.18440067834549 -22.912667793871464, -43.18459106705597 -22.912715483760806, -43.18478521341934 -22.912744282653346, -43.1849812477 -22.9127539132, -43.185177281980664 -22.912744282653346, -43.185371428344034 -22.912715483760806, -43.18556181705451 -22.912667793871464, -43.185746614564735 -22.912601672265023, -43.18592404117366 -22.912517755728697, -43.18609238816604 -22.912416852424606, -43.186250034268326 -22.912299934106727, -43.18639546126237 -22.912168126762374, -43.186527268606724 -22.91202269976833, -43.1866441869246 -22.91186505366604, -43.1867450902287 -22.911696706673652, -43.186829006765024 -22.91151928006473, -43.18689512837147 -22.91133448255451, -43.18694281826081 -22.911144093844033, -43.18697161715335 -22.91094994748066, -43.186981247700004 -22.9107539132, -43.18697161715335 -22.91055787891934, -43.18694281826081 -22.910363732555968, -43.18689512837147 -22.910173343845493, -43.186829006765024 -22.90998854633527, -43.1867450902287 -22.90981111972635, -43.1866441869246 -22.90964277273396, -43.186527268606724 -22.909485126631672, -43.18639546126237 -22.909339699637627, -43.186250034268326 -22.909207892293274, -43.18609238816604 -22.909090973975395, -43.18592404117366 -22.908990070671305, -43.185746614564735 -22.90890615413498, -43.18556181705451 -22.908840032528538, -43.185371428344034 -22.908792342639195, -43.185177281980664 -22.908763543746655, -43.1849812477 -22.9087539132, -43.18478521341934 -22.908763543746655, -43.18459106705597 -22.908792342639195, -43.18440067834549 -22.908840032528538, -43.18421588083527 -22.90890615413498, -43.18403845422635 -22.908990070671305, -43.183870107233965 -22.909090973975395, -43.18371246113168 -22.909207892293274, -43.18356703413763 -22.909339699637627, -43.18343522679328 -22.909485126631672, -43.1833183084754 -22.90964277273396, -43.183217405171305 -22.90981111972635, -43.18313348863498 -22.90998854633527, -43.183067367028535 -22.910173343845493, -43.18301967713919 -22.910363732555968, -43.182990878246656 -22.91055787891934, -43.1829812477 -22.9107539132))"
001608,Lapa,Centro,88a8a06a55fffff,TRUE,352,-22.9123464,-43.18402901,PO,G,Centro,"POLYGON ((-43.1820290111 -22.9123464032, -43.182038641646656 -22.91254243748066, -43.18206744053919 -22.912736583844033, -43.182115130428535 -22.91292697255451, -43.18218125203498 -22.91311177006473, -43.182265168571305 -22.913289196673652, -43.1823660718754 -22.91345754366604, -43.18248299019328 -22.91361518976833, -43.18261479753763 -22.913760616762374, -43.18276022453168 -22.913892424106727, -43.182917870633965 -22.914009342424606, -43.18308621762635 -22.914110245728697, -43.18326364423527 -22.914194162265023, -43.18344844174549 -22.914260283871464, -43.18363883045597 -22.914307973760806, -43.18383297681934 -22.914336772653346, -43.1840290111 -22.9143464032, -43.184225045380664 -22.914336772653346, -43.184419191744034 -22.914307973760806, -43.18460958045451 -22.914260283871464, -43.184794377964735 -22.914194162265023, -43.18497180457366 -22.914110245728697, -43.18514015156604 -22.914009342424606, -43.185297797668326 -22.913892424106727, -43.18544322466237 -22.913760616762374, -43.185575032006724 -22.91361518976833, -43.1856919503246 -22.91345754366604, -43.1857928536287 -22.913289196673652, -43.185876770165024 -22.91311177006473, -43.18594289177147 -22.91292697255451, -43.18599058166081 -22.912736583844033, -43.18601938055335 -22.91254243748066, -43.186029011100004 -22.9123464032, -43.18601938055335 -22.91215036891934, -43.18599058166081 -22.91195622255597, -43.18594289177147 -22.911765833845493, -43.185876770165024 -22.91158103633527, -43.1857928536287 -22.91140360972635, -43.1856919503246 -22.91123526273396, -43.185575032006724 -22.911077616631673, -43.18544322466237 -22.910932189637627, -43.185297797668326 -22.910800382293274, -43.18514015156604 -22.910683463975396, -43.18497180457366 -22.910582560671305, -43.184794377964735 -22.91049864413498, -43.18460958045451 -22.910432522528538, -43.184419191744034 -22.910384832639195, -43.184225045380664 -22.910356033746655, -43.1840290111 -22.910346403200002, -43.18383297681934 -22.910356033746655, -43.18363883045597 -22.910384832639195, -43.18344844174549 -22.910432522528538, -43.18326364423527 -22.91049864413498, -43.18308621762635 -22.910582560671305, -43.182917870633965 -22.910683463975396, -43.18276022453168 -22.910800382293274, -43.18261479753763 -22.910932189637627, -43.18248299019328 -22.911077616631673, -43.1823660718754 -22.91123526273396, -43.182265168571305 -22.91140360972635, -43.18218125203498 -22.91158103633527, -43.182115130428535 -22.911765833845493, -43.18206744053919 -22.91195622255597, -43.182038641646656 -22.91215036891934, -43.1820290111 -22.9123464032))"
001609,Lapa,Centro,88a8a06a55fffff,TRUE,352,-22.9123464,-43.18402901,PO,G,Centro,"POLYGON ((-43.1820290111 -22.9123464032, -43.182038641646656 -22.91254243748066, -43.18206744053919 -22.912736583844033, -43.182115130428535 -22.91292697255451, -43.18218125203498 -22.91311177006473, -43.182265168571305 -22.913289196673652, -43.1823660718754 -22.91345754366604, -43.18248299019328 -22.91361518976833, -43.18261479753763 -22.913760616762374, -43.18276022453168 -22.913892424106727, -43.182917870633965 -22.914009342424606, -43.18308621762635 -22.914110245728697, -43.18326364423527 -22.914194162265023, -43.18344844174549 -22.914260283871464, -43.18363883045597 -22.914307973760806, -43.18383297681934 -22.914336772653346, -43.1840290111 -22.9143464032, -43.184225045380664 -22.914336772653346, -43.184419191744034 -22.914307973760806, -43.18460958045451 -22.914260283871464, -43.184794377964735 -22.914194162265023, -43.18497180457366 -22.914110245728697, -43.18514015156604 -22.914009342424606, -43.185297797668326 -22.913892424106727, -43.18544322466237 -22.913760616762374, -43.185575032006724 -22.91361518976833, -43.1856919503246 -22.91345754366604, -43.1857928536287 -22.913289196673652, -43.185876770165024 -22.91311177006473, -43.18594289177147 -22.91292697255451, -43.18599058166081 -22.912736583844033, -43.18601938055335 -22.91254243748066, -43.186029011100004 -22.9123464032, -43.18601938055335 -22.91215036891934, -43.18599058166081 -22.91195622255597, -43.18594289177147 -22.911765833845493, -43.185876770165024 -22.91158103633527, -43.1857928536287 -22.91140360972635, -43.1856919503246 -22.91123526273396, -43.185575032006724 -22.911077616631673, -43.18544322466237 -22.910932189637627, -43.185297797668326 -22.910800382293274, -43.18514015156604 -22.910683463975396, -43.18497180457366 -22.910582560671305, -43.184794377964735 -22.91049864413498, -43.18460958045451 -22.910432522528538, -43.184419191744034 -22.910384832639195, -43.184225045380664 -22.910356033746655, -43.1840290111 -22.910346403200002, -43.18383297681934 -22.910356033746655, -43.18363883045597 -22.910384832639195, -43.18344844174549 -22.910432522528538, -43.18326364423527 -22.91049864413498, -43.18308621762635 -22.910582560671305, -43.182917870633965 -22.910683463975396, -43.18276022453168 -22.910800382293274, -43.18261479753763 -22.910932189637627, -43.18248299019328 -22.911077616631673, -43.1823660718754 -22.91123526273396, -43.182265168571305 -22.91140360972635, -43.18218125203498 -22.91158103633527, -43.182115130428535 -22.911765833845493, -43.18206744053919 -22.91195622255597, -43.182038641646656 -22.91215036891934, -43.1820290111 -22.9123464032))"
001610,Lapa,Centro,88a8a06a55fffff,TRUE,352,-22.9123464,-43.18402901,PO,G,Centro,"POLYGON ((-43.1820290111 -22.9123464032, -43.182038641646656 -22.91254243748066, -43.18206744053919 -22.912736583844033, -43.182115130428535 -22.91292697255451, -43.18218125203498 -22.91311177006473, -43.182265168571305 -22.913289196673652, -43.1823660718754 -22.91345754366604, -43.18248299019328 -22.91361518976833, -43.18261479753763 -22.913760616762374, -43.18276022453168 -22.913892424106727, -43.182917870633965 -22.914009342424606, -43.18308621762635 -22.914110245728697, -43.18326364423527 -22.914194162265023, -43.18344844174549 -22.914260283871464, -43.18363883045597 -22.914307973760806, -43.18383297681934 -22.914336772653346, -43.1840290111 -22.9143464032, -43.184225045380664 -22.914336772653346, -43.184419191744034 -22.914307973760806, -43.18460958045451 -22.914260283871464, -43.184794377964735 -22.914194162265023, -43.18497180457366 -22.914110245728697, -43.18514015156604 -22.914009342424606, -43.185297797668326 -22.913892424106727, -43.18544322466237 -22.913760616762374, -43.185575032006724 -22.91361518976833, -43.1856919503246 -22.91345754366604, -43.1857928536287 -22.913289196673652, -43.185876770165024 -22.91311177006473, -43.18594289177147 -22.91292697255451, -43.18599058166081 -22.912736583844033, -43.18601938055335 -22.91254243748066, -43.186029011100004 -22.9123464032, -43.18601938055335 -22.91215036891934, -43.18599058166081 -22.91195622255597, -43.18594289177147 -22.911765833845493, -43.185876770165024 -22.91158103633527, -43.1857928536287 -22.91140360972635, -43.1856919503246 -22.91123526273396, -43.185575032006724 -22.911077616631673, -43.18544322466237 -22.910932189637627, -43.185297797668326 -22.910800382293274, -43.18514015156604 -22.910683463975396, -43.18497180457366 -22.910582560671305, -43.184794377964735 -22.91049864413498, -43.18460958045451 -22.910432522528538, -43.184419191744034 -22.910384832639195, -43.184225045380664 -22.910356033746655, -43.1840290111 -22.910346403200002, -43.18383297681934 -22.910356033746655, -43.18363883045597 -22.910384832639195, -43.18344844174549 -22.910432522528538, -43.18326364423527 -22.91049864413498, -43.18308621762635 -22.910582560671305, -43.182917870633965 -22.910683463975396, -43.18276022453168 -22.910800382293274, -43.18261479753763 -22.910932189637627, -43.18248299019328 -22.911077616631673, -43.1823660718754 -22.91123526273396, -43.182265168571305 -22.91140360972635, -43.18218125203498 -22.91158103633527, -43.182115130428535 -22.911765833845493, -43.18206744053919 -22.91195622255597, -43.182038641646656 -22.91215036891934, -43.1820290111 -22.9123464032))"
001611,Lapa,Centro,88a8a06a55fffff,TRUE,352,-22.9123464,-43.18402901,PO,G,Centro,"POLYGON ((-43.1820290111 -22.9123464032, -43.182038641646656 -22.91254243748066, -43.18206744053919 -22.912736583844033, -43.182115130428535 -22.91292697255451, -43.18218125203498 -22.91311177006473, -43.182265168571305 -22.913289196673652, -43.1823660718754 -22.91345754366604, -43.18248299019328 -22.91361518976833, -43.18261479753763 -22.913760616762374, -43.18276022453168 -22.913892424106727, -43.182917870633965 -22.914009342424606, -43.18308621762635 -22.914110245728697, -43.18326364423527 -22.914194162265023, -43.18344844174549 -22.914260283871464, -43.18363883045597 -22.914307973760806, -43.18383297681934 -22.914336772653346, -43.1840290111 -22.9143464032, -43.184225045380664 -22.914336772653346, -43.184419191744034 -22.914307973760806, -43.18460958045451 -22.914260283871464, -43.184794377964735 -22.914194162265023, -43.18497180457366 -22.914110245728697, -43.18514015156604 -22.914009342424606, -43.185297797668326 -22.913892424106727, -43.18544322466237 -22.913760616762374, -43.185575032006724 -22.91361518976833, -43.1856919503246 -22.91345754366604, -43.1857928536287 -22.913289196673652, -43.185876770165024 -22.91311177006473, -43.18594289177147 -22.91292697255451, -43.18599058166081 -22.912736583844033, -43.18601938055335 -22.91254243748066, -43.186029011100004 -22.9123464032, -43.18601938055335 -22.91215036891934, -43.18599058166081 -22.91195622255597, -43.18594289177147 -22.911765833845493, -43.185876770165024 -22.91158103633527, -43.1857928536287 -22.91140360972635, -43.1856919503246 -22.91123526273396, -43.185575032006724 -22.911077616631673, -43.18544322466237 -22.910932189637627, -43.185297797668326 -22.910800382293274, -43.18514015156604 -22.910683463975396, -43.18497180457366 -22.910582560671305, -43.184794377964735 -22.91049864413498, -43.18460958045451 -22.910432522528538, -43.184419191744034 -22.910384832639195, -43.184225045380664 -22.910356033746655, -43.1840290111 -22.910346403200002, -43.18383297681934 -22.910356033746655, -43.18363883045597 -22.910384832639195, -43.18344844174549 -22.910432522528538, -43.18326364423527 -22.91049864413498, -43.18308621762635 -22.910582560671305, -43.182917870633965 -22.910683463975396, -43.18276022453168 -22.910800382293274, -43.18261479753763 -22.910932189637627, -43.18248299019328 -22.911077616631673, -43.1823660718754 -22.91123526273396, -43.182265168571305 -22.91140360972635, -43.18218125203498 -22.91158103633527, -43.182115130428535 -22.911765833845493, -43.18206744053919 -22.91195622255597, -43.182038641646656 -22.91215036891934, -43.1820290111 -22.9123464032))"
001612,Catumbi,Centro,88a8a06a51fffff,,,,,,,,
001613,Catumbi,Centro,88a8a06a51fffff,,,,,,,,
001614,Lapa,Centro,88a8a06a43fffff,,,,,,,,
001615,Lapa,Centro,88a8a06a43fffff,,,,,,,,
001616,Glória,Centro,88a8a06a43fffff,,,,,,,,
001617,Glória,Centro,88a8a06a47fffff,,,,,,,,
001618,Glória,Centro,88a8a06a47fffff,,,,,,,,
001621,Lapa,Centro,88a8a06a43fffff,TRUE,64,-22.91322776,-43.17818889,PC,G,Marina da Glória,"POLYGON ((-43.1761888887 -22.9132277623, -43.176198519246654 -22.91342379658066, -43.17622731813919 -22.913617942944033, -43.17627500802853 -22.913808331654508, -43.17634112963498 -22.91399312916473, -43.1764250461713 -22.91417055577365, -43.1765259494754 -22.91433890276604, -43.17664286779328 -22.91449654886833, -43.17677467513763 -22.914641975862374, -43.176920102131675 -22.914773783206726, -43.17707774823396 -22.914890701524605, -43.177246095226344 -22.914991604828696, -43.177423521835266 -22.915075521365022, -43.17760831934549 -22.915141642971463, -43.17779870805597 -22.915189332860805, -43.17799285441934 -22.915218131753345, -43.1781888887 -22.9152277623, -43.17838492298066 -22.915218131753345, -43.17857906934403 -22.915189332860805, -43.17876945805451 -22.915141642971463, -43.17895425556473 -22.915075521365022, -43.179131682173654 -22.914991604828696, -43.179300029166036 -22.914890701524605, -43.179457675268324 -22.914773783206726, -43.17960310226237 -22.914641975862374, -43.17973490960672 -22.91449654886833, -43.1798518279246 -22.91433890276604, -43.179952731228695 -22.91417055577365, -43.18003664776502 -22.91399312916473, -43.180102769371466 -22.913808331654508, -43.18015045926081 -22.913617942944033, -43.180179258153345 -22.91342379658066, -43.1801888887 -22.9132277623, -43.180179258153345 -22.91303172801934, -43.18015045926081 -22.912837581655968, -43.180102769371466 -22.912647192945492, -43.18003664776502 -22.91246239543527, -43.179952731228695 -22.91228496882635, -43.1798518279246 -22.91211662183396, -43.17973490960672 -22.91195897573167, -43.17960310226237 -22.911813548737626, -43.179457675268324 -22.911681741393274, -43.179300029166036 -22.911564823075395, -43.179131682173654 -22.911463919771304, -43.17895425556473 -22.911380003234978, -43.17876945805451 -22.911313881628537, -43.17857906934403 -22.911266191739195, -43.17838492298066 -22.911237392846655, -43.1781888887 -22.9112277623, -43.17799285441934 -22.911237392846655, -43.17779870805597 -22.911266191739195, -43.17760831934549 -22.911313881628537, -43.177423521835266 -22.911380003234978, -43.177246095226344 -22.911463919771304, -43.17707774823396 -22.911564823075395, -43.176920102131675 -22.911681741393274, -43.17677467513763 -22.911813548737626, -43.17664286779328 -22.91195897573167, -43.1765259494754 -22.91211662183396, -43.1764250461713 -22.91228496882635, -43.17634112963498 -22.91246239543527, -43.17627500802853 -22.912647192945492, -43.17622731813919 -22.912837581655968, -43.176198519246654 -22.91303172801934, -43.1761888887 -22.9132277623))"
001622,Lapa,Centro,88a8a06a43fffff,,,,,,,,
001623,Lapa,Centro,88a8a06a43fffff,,,,,,,,
001624,Centro,Centro,88a8a06a01fffff,,,,,,,,
001625,Lapa,Centro,88a8a06a43fffff,,,,,,,,
001626,Lapa,Centro,88a8a06a43fffff,,,,,,,,
